,subject,post,latitude,longitude,sentiment,score
234,Park Renovation,The annual street fair at River is this Saturday. Great food and local crafts!,33.78126,-84.484085,Neutral,0.9999666213989258
235,Local Event,"Avoid Broadway during rush hour, construction is causing major delays.",33.834159,-84.343204,Negative,0.9960518479347229
236,Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.769814,-84.326374,Neutral,0.9999222755432129
237,Public Transport Notice,Public transport update: Main line will have altered schedules this week.,33.870124,-84.490556,Neutral,0.9999990463256836
238,Pothole Alert,Don't miss the Elm happening this weekend at River. Always a good time!,33.747556,-84.503022,Positive,0.9706379175186157
239,Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.824137,-84.536509,Negative,0.9986013770103455
240,Pothole Alert,"Heads up, River is undergoing some major infrastructure work for the next month.",33.812631,-84.468287,Neutral,0.9999222755432129
241,Street Fair,Heard about a new Maple opening on River. Definitely worth checking out!,33.816919,-84.320045,Neutral,0.9992803931236267
242,Traffic Update,Excited about the new renovations at Main. It's going to be great for the community!,33.750726,-84.348868,Positive,0.9999997615814209
243,Pothole Alert,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.773175,-84.545844,Neutral,0.999975323677063
244,Community Meeting,Don't miss the River happening this weekend at Maple. Always a good time!,33.786973,-84.458441,Positive,0.988943338394165
245,Local Event,Excited about the new renovations at North. It's going to be great for the community!,33.836682,-84.341625,Positive,0.9999997615814209
246,Park Renovation,Public transport update: River line will have altered schedules this week.,33.688555,-84.338753,Neutral,0.999998927116394
247,Local Event,Heard about a new River opening on 5th. Definitely worth checking out!,33.698896,-84.498366,Neutral,0.9996552467346191
248,Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.873963,-84.504124,Positive,0.9999997615814209
249,Park Renovation,Excited about the new renovations at River. It's going to be great for the community!,33.679903,-84.514089,Positive,0.9999996423721313
250,New Restaurant Opening,Community meeting at Highland this Thursday to discuss the new Broadway development.,33.875416,-84.401398,Neutral,0.9999988079071045
251,Pothole Alert,"Avoid Main during rush hour, construction is causing major delays.",33.861825,-84.44345,Negative,0.9989157915115356
252,New Restaurant Opening,Excited about the new renovations at Main. It's going to be great for the community!,33.817241,-84.397149,Positive,0.9999997615814209
253,Public Transport Notice,"Avoid North during rush hour, construction is causing major delays.",33.67616,-84.537307,Negative,0.9987327456474304
254,Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new North development.,33.814203,-84.510676,Neutral,0.9999994039535522
255,New Restaurant Opening,Watch out for a giant pothole on Main Street. Be careful driving!,33.828168,-84.403612,Neutral,0.9950763583183289
256,Street Fair,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.672773,-84.47771,Neutral,0.9978082776069641
257,Public Transport Notice,Community meeting at 5th this Thursday to discuss the new Elm development.,33.882032,-84.520479,Neutral,0.9999995231628418
258,Pothole Alert,Community meeting at River this Thursday to discuss the new Maple development.,33.721778,-84.331448,Neutral,0.999998927116394
259,New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.762922,-84.52911,Neutral,0.999998927116394
260,Park Renovation,Watch out for a giant pothole on North Street. Be careful driving!,33.794831,-84.319314,Neutral,0.9953041076660156
261,Local Event,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.742908,-84.485712,Neutral,0.9937437176704407
262,Street Fair,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.743166,-84.517836,Neutral,0.9998717308044434
263,Pothole Alert,Excited about the new renovations at Broadway. It's going to be great for the community!,33.671925,-84.540692,Positive,0.9999996423721313
264,Pothole Alert,Heard about a new Elm opening on Peachtree. Definitely worth checking out!,33.664524,-84.437829,Neutral,0.9997137188911438
265,Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.694041,-84.537479,Negative,0.9986013770103455
266,Pothole Alert,Public transport update: 5th line will have altered schedules this week.,33.883706,-84.484593,Neutral,0.9999994039535522
267,Local Event,Excited about the new renovations at Maple. It's going to be great for the community!,33.845874,-84.522536,Positive,0.9999997615814209
268,Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.735997,-84.394492,Neutral,0.9998862743377686
269,Infrastructure Work,Don't miss the Broadway happening this weekend at Highland. Always a good time!,33.863122,-84.31907,Positive,0.9445092678070068
270,Public Transport Notice,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.8817,-84.386807,Positive,0.9151755571365356
271,Street Fair,Watch out for a giant pothole on Highland Street. Be careful driving!,33.727394,-84.293626,Neutral,0.9961722493171692
272,Community Meeting,Excited about the new renovations at Highland. It's going to be great for the community!,33.81237,-84.40133,Positive,0.9999997615814209
273,Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.746901,-84.396658,Negative,0.9986013770103455
274,Park Renovation,Heard about a new Main opening on Main. Definitely worth checking out!,33.679254,-84.519091,Neutral,0.9998433589935303
275,New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.831294,-84.458805,Negative,0.9967148303985596
276,Community Meeting,Community meeting at Broadway this Thursday to discuss the new River development.,33.771532,-84.370628,Neutral,0.999998927116394
277,Traffic Update,Heard about a new Main opening on Main. Definitely worth checking out!,33.834521,-84.30382,Neutral,0.9998433589935303
278,Street Fair,Public transport update: Elm line will have altered schedules this week.,33.716358,-84.390591,Neutral,0.9999988079071045
279,Infrastructure Work,Don't miss the River happening this weekend at 5th. Always a good time!,33.830448,-84.467288,Positive,0.9838798642158508
280,Public Transport Notice,Watch out for a giant pothole on Elm Street. Be careful driving!,33.692268,-84.493559,Neutral,0.9965171813964844
281,Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.764795,-84.504291,Neutral,0.9999618530273438
282,Local Event,"Avoid Highland during rush hour, construction is causing major delays.",33.803739,-84.496754,Negative,0.9993498921394348
283,Public Transport Notice,"Avoid 5th during rush hour, construction is causing major delays.",33.797197,-84.437994,Negative,0.9998218417167664
284,New Restaurant Opening,Heard about a new Maple opening on Broadway. Definitely worth checking out!,33.736339,-84.445462,Neutral,0.999620795249939
285,Community Meeting,Heard about a new 5th opening on River. Definitely worth checking out!,33.770552,-84.408011,Neutral,0.9996618032455444
286,Public Transport Notice,Excited about the new renovations at Elm. It's going to be great for the community!,33.760108,-84.374738,Positive,0.9999996423721313
287,Public Transport Notice,Excited about the new renovations at North. It's going to be great for the community!,33.829973,-84.311407,Positive,0.9999997615814209
288,Community Meeting,Don't miss the River happening this weekend at Main. Always a good time!,33.756161,-84.345577,Positive,0.9888895750045776
289,Local Event,Public transport update: 5th line will have altered schedules this week.,33.855556,-84.541284,Neutral,0.9999994039535522
290,Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.876735,-84.461804,Positive,0.9999996423721313
291,Public Transport Notice,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.720606,-84.351188,Neutral,0.9999657869338989
292,Street Fair,Heard about a new Main opening on Main. Definitely worth checking out!,33.661704,-84.544452,Neutral,0.9998433589935303
293,Pothole Alert,Heard about a new 5th opening on Broadway. Definitely worth checking out!,33.666596,-84.352761,Neutral,0.9997230172157288
294,Infrastructure Work,Public transport update: Broadway line will have altered schedules this week.,33.709532,-84.368522,Neutral,0.9999985694885254
295,New Restaurant Opening,Excited about the new renovations at River. It's going to be great for the community!,33.857737,-84.422934,Positive,0.9999996423721313
296,Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.658567,-84.375004,Neutral,0.9998717308044434
297,Pothole Alert,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.867293,-84.457367,Neutral,0.9999755620956421
298,Infrastructure Work,Community meeting at 5th this Thursday to discuss the new Broadway development.,33.727221,-84.484022,Neutral,0.9999992847442627
299,Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.872744,-84.42672,Neutral,0.9999666213989258
300,Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.826429,-84.434133,Neutral,0.9965265393257141
301,Community Meeting,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.797802,-84.398842,Neutral,0.999975323677063
302,Street Fair,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.86393,-84.415848,Neutral,0.9999204874038696
303,Public Transport Notice,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.832779,-84.517706,Neutral,0.9998587369918823
304,Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.813588,-84.48205,Neutral,0.999998927116394
305,Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.84302,-84.514108,Neutral,0.999998927116394
306,Community Meeting,Community meeting at Main this Thursday to discuss the new River development.,33.704098,-84.499861,Neutral,0.9999991655349731
307,Traffic Update,Community meeting at 5th this Thursday to discuss the new Maple development.,33.699314,-84.315212,Neutral,0.9999992847442627
308,Infrastructure Work,Don't miss the River happening this weekend at River. Always a good time!,33.732429,-84.40901,Positive,0.9764861464500427
309,New Restaurant Opening,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.67932,-84.334523,Neutral,0.9999616146087646
