subject,post,latitude,longitude,sentiment,score,area
New Restaurant Opening,Excited about the new renovations at River. It's going to be great for the community!,33.857737,-84.422934,Positive,0.9999996423721312,Other Areas
Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.658567,-84.375004,Neutral,0.9998717308044434,Other Areas
Pothole Alert,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.867293,-84.457367,Neutral,0.999975562,Other Areas
Infrastructure Work,Community meeting at 5th this Thursday to discuss the new Broadway development.,33.727221,-84.484022,Neutral,0.9999992847442628,Other Areas
Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.872744,-84.42672,Neutral,0.9999666213989258,Other Areas
Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.826429,-84.434133,Neutral,0.996526539,Other Areas
Community Meeting,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.797802,-84.398842,Neutral,0.999975324,Other Areas
Street Fair,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.86393,-84.415848,Neutral,0.9999204874038696,Other Areas
Public Transport Notice,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.832779,-84.517706,Neutral,0.9998587369918824,Other Areas
Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.813588,-84.48205,Neutral,0.999998927,Other Areas
Community Meeting,Community meeting at Main this Thursday to discuss the new River development.,33.704098,-84.499861,Neutral,0.9999991655349731,Other Areas
Traffic Update,Community meeting at 5th this Thursday to discuss the new Maple development.,33.699314,-84.315212,Neutral,0.9999992847442628,Other Areas
Infrastructure Work,Don't miss the River happening this weekend at River. Always a good time!,33.732429,-84.40901,Positive,0.9764861464500428,Other Areas
New Restaurant Opening,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.67932,-84.334523,Neutral,0.9999616146087646,Other Areas
Local Event,Public transport update: Highland line will have altered schedules this week.,33.826627,-84.512657,Neutral,0.9999979734420776,Other Areas
Local Event,Public transport update: River line will have altered schedules this week.,33.746433,-84.384762,Neutral,0.999998927,GSU
New Restaurant Opening,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.830603,-84.404232,Neutral,0.999975562,Buckhead
Street Fair,"Avoid Highland during rush hour, construction is causing major delays.",33.780449,-84.513437,Negative,0.9993498921394348,Other Areas
Traffic Update,Community meeting at Maple this Thursday to discuss the new Elm development.,33.796176,-84.307847,Neutral,0.9999991655349731,Other Areas
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.709398,-84.350378,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.751901,-84.320997,Positive,0.9999996423721312,Other Areas
New Restaurant Opening,"Avoid Elm during rush hour, construction is causing major delays.",33.761961,-84.376886,Negative,0.9986013770103456,Other Areas
Local Event,Excited about the new renovations at Highland. It's going to be great for the community!,33.704723,-84.447599,Positive,0.9999997615814208,Other Areas
Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.851885,-84.337977,Neutral,0.9999222755432128,Other Areas
Community Meeting,Excited about the new renovations at Maple. It's going to be great for the community!,33.806333,-84.520602,Positive,0.9999997615814208,Other Areas
New Restaurant Opening,"Avoid Main during rush hour, construction is causing major delays.",33.71117,-84.519601,Negative,0.9989157915115356,Other Areas
Pothole Alert,Excited about the new renovations at Highland. It's going to be great for the community!,33.77032,-84.370533,Positive,0.9999997615814208,Other Areas
Local Event,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.80373,-84.4981,Neutral,0.9998438358306884,Other Areas
New Restaurant Opening,Don't miss the Elm happening this weekend at North. Always a good time!,33.862671,-84.426903,Positive,0.9706760048866272,Other Areas
Park Renovation,Excited about the new renovations at Highland. It's going to be great for the community!,33.785015,-84.473974,Positive,0.9999997615814208,Other Areas
Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.854509,-84.453604,Neutral,0.9999666213989258,Other Areas
Traffic Update,The annual street fair at Main is this Saturday. Great food and local crafts!,33.709686,-84.37386,Neutral,0.9998722076416016,Other Areas
Local Event,Public transport update: 5th line will have altered schedules this week.,33.858669,-84.491629,Neutral,0.9999994039535522,Other Areas
Pothole Alert,"Avoid Main during rush hour, construction is causing major delays.",33.774138,-84.482275,Negative,0.9989157915115356,Other Areas
Park Renovation,Community meeting at Elm this Thursday to discuss the new Elm development.,33.731292,-84.529484,Neutral,0.9999995231628418,Other Areas
Community Meeting,Public transport update: River line will have altered schedules this week.,33.764814,-84.350983,Neutral,0.999998927,Other Areas
Traffic Update,Don't miss the Peachtree happening this weekend at North. Always a good time!,33.832903,-84.315043,Positive,0.9503361582756042,Other Areas
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.746465,-84.304244,Positive,0.9999995231628418,Other Areas
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.741845,-84.506577,Neutral,0.9999204874038696,Other Areas
Local Event,Public transport update: Elm line will have altered schedules this week.,33.860625,-84.365005,Neutral,0.9999988079071044,Other Areas
Community Meeting,Heard about a new Maple opening on River. Definitely worth checking out!,33.809409,-84.501702,Neutral,0.9992803931236268,Other Areas
Pothole Alert,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.847008,-84.4029,Neutral,0.9999991655349731,Other Areas
Local Event,The annual street fair at Main is this Saturday. Great food and local crafts!,33.66967,-84.440634,Neutral,0.9998722076416016,Other Areas
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.689074,-84.329113,Neutral,0.999969482,Other Areas
Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.847757,-84.50095,Negative,0.9958399534225464,Other Areas
New Restaurant Opening,Community meeting at River this Thursday to discuss the new 5th development.,33.80457,-84.382886,Neutral,0.9999994039535522,Other Areas
New Restaurant Opening,Excited about the new renovations at Elm. It's going to be great for the community!,33.741173,-84.294776,Positive,0.9999996423721312,Other Areas
Community Meeting,Watch out for a giant pothole on North Street. Be careful driving!,33.844788,-84.478988,Neutral,0.9953041076660156,Other Areas
New Restaurant Opening,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.781693,-84.490312,Neutral,0.9999204874038696,Other Areas
Park Renovation,"Avoid Main during rush hour, construction is causing major delays.",33.727957,-84.362391,Negative,0.9989157915115356,Other Areas
Local Event,Community meeting at Main this Thursday to discuss the new River development.,33.714298,-84.417364,Neutral,0.9999991655349731,Other Areas
Community Meeting,Public transport update: North line will have altered schedules this week.,33.771948,-84.430192,Neutral,0.9999982118606568,Other Areas
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.755905,-84.489175,Neutral,0.9998438358306884,Other Areas
Community Meeting,Community meeting at Maple this Thursday to discuss the new Peachtree development.,33.73161,-84.40906,Neutral,0.9999986886978148,Other Areas
Traffic Update,Community meeting at Main this Thursday to discuss the new Main development.,33.79668,-84.340477,Neutral,0.9999992847442628,Other Areas
Street Fair,Watch out for a giant pothole on Highland Street. Be careful driving!,33.703118,-84.361207,Neutral,0.9961722493171692,Other Areas
Park Renovation,"Avoid Broadway during rush hour, construction is causing major delays.",33.783168,-84.369048,Negative,0.9960518479347228,Other Areas
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.809859,-84.425966,Neutral,0.9974990487098694,Other Areas
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.858779,-84.410436,Neutral,0.9999979734420776,Other Areas
Street Fair,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.680053,-84.436768,Neutral,0.9995330572128296,East Point
Street Fair,"Avoid 5th during rush hour, construction is causing major delays.",33.70371,-84.370178,Negative,0.9998218417167664,Other Areas
Street Fair,Public transport update: Maple line will have altered schedules this week.,33.696101,-84.35173,Neutral,0.999998927,Other Areas
Infrastructure Work,Community meeting at 5th this Thursday to discuss the new Main development.,33.672236,-84.461472,Neutral,0.9999994039535522,Other Areas
Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.694604,-84.350101,Neutral,0.9999204874038696,Other Areas
Pothole Alert,Community meeting at River this Thursday to discuss the new Broadway development.,33.711038,-84.316005,Neutral,0.9999991655349731,Other Areas
Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.781352,-84.440133,Neutral,0.9998717308044434,Other Areas
Community Meeting,Don't miss the Highland happening this weekend at 5th. Always a good time!,33.860436,-84.44683,Positive,0.9765015244483948,Other Areas
Pothole Alert,Community meeting at Maple this Thursday to discuss the new Maple development.,33.744289,-84.500024,Neutral,0.9999988079071044,Other Areas
Park Renovation,Public transport update: Elm line will have altered schedules this week.,33.808942,-84.322151,Neutral,0.9999988079071044,Other Areas
Traffic Update,Public transport update: Main line will have altered schedules this week.,33.731729,-84.514459,Neutral,0.9999990463256836,Other Areas
Street Fair,Public transport update: Elm line will have altered schedules this week.,33.832715,-84.347795,Neutral,0.9999988079071044,Other Areas
